,basic_agent,Greedy Agent_turns_greedy_0,arch_receiver_agent,"med_agent_archs_[0, 1, 2]",dummy_agent_random,force_k_agent_k_5,force_k_agent_k_15,force_k_agent_k_30,arch_pass_agent,hard_agent_8_16_linear,hard_agent_8_16_log10,hard_agent_8_16_ln,Real,basic_agent_t3_match,Greedy Agent_turns_greedy_0_t3_match,arch_receiver_agent_t3_match,"med_agent_archs_[0, 1, 2]_t3_match",dummy_agent_random_t3_match,force_k_agent_k_5_t3_match,force_k_agent_k_15_t3_match,force_k_agent_k_30_t3_match,arch_pass_agent_t3_match,hard_agent_8_16_linear_t3_match,hard_agent_8_16_log10_t3_match,hard_agent_8_16_ln_t3_match
10,[129  57 198],[ 57 129 198],[ 57 129 198],[ 57 129 198],[ 91 271  57],[ 57 129 198],[ 57 129 198],[ 57 129 198],[ 57 129 198],[129  57 198],[129  57 198],[129  57 198],198,True,True,True,True,False,True,True,True,True,True,True,True
11,[199 259 164],[199 164 259],[199 164 259],[199 164 259],[271  91 199],[199 164 259],[199 164 259],[199 164 259],[199 164 259],[199 259 164],[199 259 164],[199 259 164],199,True,True,True,True,True,True,True,True,True,True,True,True
12,[ 93  30 161],[ 93 161  30],[ 93  30 161],[ 93  30 161],[ 92  87 161],[ 93  30 161],[ 93 161  30],[ 93 161  30],[ 93  30 161],[ 93  30 161],[ 93  30 161],[ 93  30 161],161,True,True,True,True,True,True,True,True,True,True,True,True
13,[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],30,True,True,True,True,True,True,True,True,True,True,True,True
14,[ 80 222  46],[195 188  80],[ 80 222  46],[228   1  80],[271  91 199],[  1  80 222],[195 188  80],[195 188  80],[ 80 222  46],[ 80 222  46],[ 80 222  46],[ 80 222  46],80,True,True,True,True,False,True,True,True,True,True,True,True
15,[234 222  17],[256  89 107],[234 222  17],[17 22 94],[ 89  90 222],[234 222  17],[234 222  17],[256  89 107],[234 222  17],[234 222  17],[234 222  17],[234 222  17],234,True,False,True,False,False,True,True,False,True,True,True,True
16,[86 56  4],[ 89  97 176],[97 56  4],[  4 176  86],[90 91 89],[86 56  4],[86 56  4],[ 89  97 176],[86 56  4],[86 56  4],[86 56  4],[86 56  4],176,False,True,False,True,False,False,False,True,False,False,False,False
17,[119 157  77],[187  77  68],[119  77 157],[157 119  68],[90 91 68],[ 68 119 157],[119  77 157],[187  77  68],[119  77 157],[119 157  77],[119 157  77],[119 157  77],68,False,True,False,True,True,True,False,True,False,False,False,False
18,[168  94 232],[206   6  94],[168  94 232],[206  94   6],[ 91  92 168],[206 232  94],[168  94 232],[206   6  94],[168  94 232],[168  94 232],[168  94 232],[168  94 232],94,True,True,True,True,False,True,True,True,True,True,True,True
19,[224 120  46],[247 229  91],[268 120  46],[229 120  91],[ 89  90 120],[268 120  46],[268 224  46],[247 229  91],[268 120  46],[224 120  46],[224 120  46],[224 120  46],120,True,False,True,True,True,True,False,False,True,True,True,True
20,[220 157   1],[181   1 253],[220   1 157],[181 157   1],[ 89  90 220],[181 157   1],[220 157   1],[181   1 253],[220   1 157],[220 157   1],[220 157   1],[220 157   1],157,True,False,True,True,False,True,True,False,True,True,True,True
21,[ 77 246 119],[ 77 200 253],[ 77 246 119],[200 246 119],[ 90  91 253],[ 77 246 119],[156 119  77],[ 77 200 253],[ 77 246 119],[ 77 246 119],[ 77 246 119],[ 77 246 119],119,True,False,True,True,False,True,True,False,True,True,True,True
22,[228 208   1],[228 208   1],[208 228   1],[208 228   1],[90 91  1],[208 228   1],[228 208   1],[228 208   1],[228 208   1],[228 208   1],[228 208   1],[228 208   1],228,True,True,True,True,False,True,True,True,True,True,True,True
23,[253 222  89],[ 24 222 253],[ 89 222  24],[ 89 222  24],[90 91 89],[ 89 222  24],[253 222  89],[ 24 222 253],[ 89 222  24],[253 222  89],[253 222  89],[253 222  89],222,True,True,True,True,False,True,True,True,True,True,True,True
24,[ 44  32 236],[ 44  32 236],[ 44  32 236],[236  44  32],[ 90  91 236],[ 44  32 236],[ 44  32 236],[ 44  32 236],[ 44  32 236],[ 44  32 236],[ 44  32 236],[ 44  32 236],32,True,True,True,True,False,True,True,True,True,True,True,True
25,[ 84 206 215],[ 84 206 215],[ 84 206 215],[215 206  84],[271  90 215],[ 84 206 215],[ 84 206 215],[ 84 206 215],[ 84 206 215],[ 84 206 215],[ 84 206 215],[ 84 206 215],206,True,True,True,True,False,True,True,True,True,True,True,True
26,[271 259  57],[271  57 259],[271 259  57],[271  57 259],[271  90 259],[271  57 259],[271 259  57],[271  57 259],[271 259  57],[271 259  57],[271 259  57],[271 259  57],259,True,True,True,True,True,True,True,True,True,True,True,True
27,[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],247,True,True,True,True,True,True,True,True,True,True,True,True
28,[  4 244  96],[145 181   0],[  4  96 244],[140 244  96],[271  91 140],[244  96   4],[260  96   4],[145 181   0],[  4 244  96],[  4 244  96],[  4 244  96],[  4 244  96],96,True,False,True,True,False,True,True,False,True,True,True,True
29,[ 18 120  94],[ 94 154 271],[ 18 120  94],[ 61 120  94],[271  90 259],[231  18 271],[231 271  18],[ 94 154 271],[ 18 120  94],[ 18 120  94],[ 18 120  94],[ 18 120  94],61,False,False,False,True,False,False,False,False,False,False,False,False
30,[119 157 167],[105 167 103],[119 157 167],[167 157 119],[91 90 98],[167 157 119],[167 157  46],[119 157 167],[119 157 167],[119 157 167],[119 157 167],[119 157 167],98,False,False,False,False,True,False,False,False,False,False,False,False
31,[221 215 214],[ 62 215 242],[215  62 214],[206  62 228],[ 90 271  54],[206 242 214],[221 215 214],[221 215 214],[215  62 214],[221 215 214],[221 215 214],[221 215 214],155,False,False,False,False,False,False,False,False,False,False,False,False
32,[ 77   4 244],[221  77 143],[ 77   4 244],[143  77 244],[ 92 271 143],[244   4  77],[215  77   4],[ 77   4 244],[ 77   4 244],[ 77   4 244],[ 77   4 244],[ 77   4 244],77,True,True,True,True,False,True,True,True,True,True,True,True
33,[ 10 215 119],[119 215  89],[ 89 215 119],[ 89 206 119],[ 91 271  10],[ 25 206 119],[ 10 119 215],[ 89 215 119],[ 89 215 119],[ 10 215 119],[ 10 215 119],[ 10 215 119],119,True,True,True,True,False,True,True,True,True,True,True,True
34,[ 95 215 244],[229  20 107],[ 22  95 244],[229  20 244],[ 90  91 134],[ 20 107 244],[ 95 215 244],[215  95 244],[ 22  95 244],[ 95 215 244],[ 95 215 244],[ 95 215 244],244,True,False,True,True,False,True,True,True,True,True,True,True
35,[221 260 120],[120 221 260],[221 260 120],[221 260 120],[ 92  87 144],[221 260 120],[221 260 120],[221 260 120],[221 260 120],[221 260 120],[221 260 120],[221 260 120],120,True,True,True,True,False,True,True,True,True,True,True,True
36,[140 260 244],[140  95 260],[ 95 140 244],[140  95 244],[271  91 140],[ 95 140 244],[140 244 260],[140 260 244],[ 95 140 244],[140 260 244],[140 260 244],[140 260 244],143,False,False,False,False,False,False,False,False,False,False,False,False
37,[232  94 271],[232  94 271],[232  94 271],[232  94 271],[ 90  91 271],[232  94 271],[ 94 232 271],[232  94 271],[232  94 271],[232  94 271],[232  94 271],[232  94 271],94,True,True,True,True,False,True,True,True,True,True,True,True
38,[164 259 119],[164 259 119],[164 259 119],[199 259 119],[271  90 259],[164 259 119],[259 164 119],[164 259 119],[164 259 119],[164 259 119],[164 259 119],[164 259 119],119,True,True,True,True,False,True,True,True,True,True,True,True
39,[163  57 215],[163  57 215],[163  57 215],[215 163  57],[271  90 215],[163  57 215],[163  57 215],[163  57 215],[163  57 215],[163  57 215],[163  57 215],[163  57 215],57,True,True,True,True,False,True,True,True,True,True,True,True
40,[ 88  92 215],[ 88  92 215],[ 88  92 215],[ 88 215  92],[90 91 92],[ 88 215  92],[ 88  92 215],[ 88  92 215],[ 88 215  92],[ 88  92 215],[ 88  92 215],[ 88  92 215],92,True,True,True,True,True,True,True,True,True,True,True,True
41,[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],161,True,True,True,True,True,True,True,True,True,True,True,True
0,[215  17 177],[ 21 177 215],[215  17 177],[ 17 246  21],[90 91 21],[ 21 177 215],[ 21 177 215],[ 21 177 215],[215  17 177],[215  17 177],[215  17 177],[215  17 177],177,True,True,True,False,False,True,True,True,True,True,True,True
1,[243 105 177],[203 209 177],[243 105 177],[203 167 209],[ 90  91 203],[203 209 177],[203 209 177],[203 209 177],[243 105 177],[243 105 177],[243 105 177],[243 105 177],177,True,True,True,False,False,True,True,True,True,True,True,True
2,[ 72  67 107],[ 95 142 241],[ 72  67 107],[ 72 167 142],[90 91 16],[ 95 142 241],[ 95 142 241],[ 95 142 241],[ 72  67 107],[ 72  67 107],[ 72  67 107],[ 72  67 107],241,False,True,False,False,False,True,True,True,False,False,False,False
3,[105 118  24],[ 31  24 149],[105 118  24],[ 61  86 120],[271  91 199],[ 31  24 149],[ 31  24 149],[ 31  24 149],[105  24 118],[105 118  24],[105 118  24],[105 118  24],118,True,False,True,False,False,False,False,False,True,True,True,True
4,[105  72 195],[ 53 195 153],[105  72 195],[ 53  86 110],[ 91  90 105],[ 53 195 153],[ 53 195 153],[ 53 195 153],[105  72 195],[105  72 195],[105  72 195],[105  72 195],153,False,True,False,False,False,True,True,True,False,False,False,False
5,[ 17 110 195],[  6 149 200],[  6 149 195],[ 17 110 200],[ 92  91 200],[149 195  17],[  6 149 200],[  6 149 200],[110 195 149],[ 17 110 195],[ 17 110 195],[ 17 110 195],110,True,False,False,True,False,False,False,False,True,True,True,True
6,[222  18 184],[  6  18 184],[185   6 184],[222  18 184],[271  90 184],[222  18 184],[  6  18 184],[  6  18 184],[185   6 184],[222  18 184],[222  18 184],[222  18 184],18,True,True,False,True,False,True,True,True,False,True,True,True
7,[105 103 184],[215 105 184],[105 103 184],[206   6 184],[ 90  91 103],[105 103 184],[215 105 184],[215 105 184],[105 103 184],[105 103 184],[105 103 184],[105 103 184],103,True,False,True,False,True,True,False,False,True,True,True,True
8,[215 158 246],[158  30 215],[215 158 246],[262 158 246],[92 91 30],[246 158 215],[158  30 215],[158  30 215],[215 158 246],[215 158 246],[215 158 246],[215 158 246],158,True,True,True,True,False,True,True,True,True,True,True,True
9,[ 57 167 105],[ 57 167 105],[ 57 167 105],[ 57 167 105],[ 91 271  57],[ 57 167 105],[ 57 167 105],[ 57 167 105],[ 57 167 105],[ 57 167 105],[ 57 167 105],[ 57 167 105],105,True,True,True,True,False,True,True,True,True,True,True,True
10,[154 167  72],[ 72 167 154],[154 167  72],[ 72 167 154],[271  92 163],[167 154  72],[ 72 167 154],[ 72 167 154],[154 167  72],[154 167  72],[154 167  72],[154 167  72],72,True,True,True,True,False,True,True,True,True,True,True,True
11,[199  61 105],[199  61 105],[199  61 105],[199  61 105],[ 91  90 105],[199  61 105],[199  61 105],[199  61 105],[199  61 105],[199  61 105],[199  61 105],[199  61 105],105,True,True,True,True,True,True,True,True,True,True,True,True
12,[271 105  72],[271  72 105],[271 105  72],[271 105  72],[ 91  90 105],[271 105  72],[271  72 105],[271  72 105],[271 105  72],[271 105  72],[271 105  72],[271 105  72],72,True,True,True,True,False,True,True,True,True,True,True,True
13,[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],6,True,True,True,True,True,True,True,True,True,True,True,True
14,[ 47 158 242],[242  47 142],[140 158 242],[244  47 142],[271  91 242],[  4 158 242],[242  47 142],[242  47 142],[140 158 242],[ 47 158 242],[ 47 158 242],[ 47 158 242],204,False,False,False,False,False,False,False,False,False,False,False,False
15,[112  17 184],[126 253 184],[112  17 184],[17 53 94],[271  91  95],[112  17 184],[ 17  94 184],[126 253 184],[112  17 184],[112  17 184],[112  17 184],[112  17 184],112,True,False,True,False,False,True,False,False,True,True,True,True
16,[243  65  67],[ 62 129  67],[243  65  67],[ 62 120 228],[ 92  65 271],[243  65  67],[243  65  67],[ 62 129  67],[243  65  67],[243  65  67],[243  65  67],[243  65  67],65,True,False,True,False,True,True,True,False,True,True,True,True
17,[ 6 46 52],[260   6  52],[ 6 46 52],[46  6 52],[ 89  90 221],[260  46  52],[196   6  52],[260   6  52],[ 6 46 52],[ 6 46 52],[ 6 46 52],[ 6 46 52],46,True,False,True,True,False,True,False,False,True,True,True,True
18,[  4 222 105],[222 129 105],[  4 222 105],[ 95 222  86],[90 91 86],[  4 222 105],[ 95  86 105],[222 129 105],[  4 222 105],[  4 222 105],[  4 222 105],[  4 222 105],151,False,False,False,False,False,False,False,False,False,False,False,False
19,[146 203 107],[221  12 203],[146 203 107],[203 146  12],[ 90  91 107],[146 107 203],[203 107  12],[221  12 203],[146 203 107],[146 203 107],[146 203 107],[146 203 107],146,True,False,True,True,False,True,False,False,True,True,True,True
20,[188  82  24],[188  97  24],[188  82  24],[206  92 182],[91 92 24],[188  82  24],[182  82  24],[188  97  24],[188  82  24],[188  82  24],[188  82  24],[188  82  24],24,True,True,True,False,True,True,True,True,True,True,True,True
21,[158 242 103],[ 91   2 242],[158 242 103],[103 191  91],[90 91 84],[158 242 103],[158 242 103],[ 91   2 242],[158 242 103],[158 242 103],[158 242 103],[158 242 103],191,False,False,False,True,False,False,False,False,False,False,False,False
22,[ 28   4 242],[244 142 242],[ 28   4 242],[  4 142 244],[ 91  92 198],[142   4 242],[244 142 242],[244 142 242],[ 28   4 242],[ 28   4 242],[ 28   4 242],[ 28   4 242],4,True,False,True,True,False,True,False,False,True,True,True,True
23,[129  53 184],[ 53 184 129],[129  53 184],[129 184  53],[271  91 129],[129  53 184],[ 53 129 184],[ 53 184 129],[129  53 184],[129  53 184],[129  53 184],[129  53 184],184,True,True,True,True,False,True,True,True,True,True,True,True
24,[228 163 243],[228 163 243],[228 163 243],[123 243 228],[ 91  92 243],[228 163 243],[228 163 243],[228 163 243],[228 163 243],[228 163 243],[228 163 243],[228 163 243],123,False,False,False,True,False,False,False,False,False,False,False,False
25,[221  28  16],[ 16  28 221],[221  28  16],[221  28  16],[ 89  90 221],[ 28  16 221],[221  28  16],[ 16  28 221],[221  28  16],[221  28  16],[221  28  16],[221  28  16],221,True,True,True,True,True,True,True,True,True,True,True,True
26,[ 91 262 105],[ 91 262 105],[ 91 262 105],[ 91 262 105],[ 91  90 105],[ 91 262 105],[ 91 262 105],[ 91 262 105],[ 91 262 105],[ 91 262 105],[ 91 262 105],[ 91 262 105],262,True,True,True,True,False,True,True,True,True,True,True,True
27,[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],91,True,True,True,True,True,True,True,True,True,True,True,True
28,[203  79  67],[165 253  67],[203  79  67],[143 228 165],[ 90  91 203],[203  79  67],[ 79 165  67],[165 253  67],[203  79  67],[203  79  67],[203  79  67],[203  79  67],79,True,False,True,False,False,True,True,False,True,True,True,True
29,[158 107 195],[ 80 154 271],[158 107 195],[271 119  80],[90 91 80],[158 107 195],[158 107 195],[ 80 154 271],[158 107 195],[158 107 195],[158 107 195],[158 107 195],195,True,False,True,False,False,True,True,False,True,True,True,True
30,[ 46 146 103],[248 103 140],[ 46 146 103],[248 140 157],[ 91 270 271],[ 46 146 103],[248 157 103],[ 46 146 103],[ 46 146 103],[ 46 146 103],[ 46 146 103],[ 46 146 103],46,True,False,True,False,False,True,False,True,True,True,True,True
31,[203  69  52],[ 89 222 200],[203  69  52],[176 200 165],[ 90  91 203],[203  69  52],[ 69 165  52],[203  69  52],[203  69  52],[203  69  52],[203  69  52],[203  69  52],69,True,False,True,False,False,True,True,True,True,True,True,True
32,[105  67  20],[105  20 271],[105  20  67],[ 77  20 120],[ 89  90 220],[105  67  20],[105  20  67],[105  67  20],[105  20  67],[105  67  20],[105  67  20],[105  67  20],67,True,False,True,False,False,True,True,True,True,True,True,True
33,[224 187  24],[143  24 221],[224 187  24],[187 143 157],[91 92 24],[224 187  24],[157 187  24],[224 187  24],[224 187  24],[224 187  24],[224 187  24],[224 187  24],56,False,False,False,False,False,False,False,False,False,False,False,False
34,[ 77 105 107],[105 167 107],[ 77 105 107],[107  77 167],[92 87 42],[ 77 105 107],[167 105 107],[ 77 105 107],[ 77 105 107],[ 77 105 107],[ 77 105 107],[ 77 105 107],107,True,True,True,True,False,True,True,True,True,True,True,True
35,[191 158 203],[ 46  92 203],[191 158 203],[ 92  46 203],[ 90  91 203],[191 158 203],[ 92 203 158],[191 158 203],[191 158 203],[191 158 203],[191 158 203],[191 158 203],191,True,False,True,False,False,True,False,True,True,True,True,True
36,[259 253 188],[259 188 253],[259 253 188],[188 228 253],[271  90 259],[259 253 188],[259 253 188],[259 253 188],[259 253 188],[259 253 188],[259 253 188],[259 253 188],173,False,False,False,False,False,False,False,False,False,False,False,False
37,[ 28 154 271],[154  30 271],[ 28 154 271],[ 28 154 271],[91 92 28],[ 28 154 271],[ 28 154 271],[ 28 154 271],[ 28 154 271],[ 28 154 271],[ 28 154 271],[ 28 154 271],271,True,True,True,True,False,True,True,True,True,True,True,True
38,[208 198 129],[208 198 129],[208 198 129],[ 84 208 129],[ 91  92 198],[208 198 129],[208 198 129],[208 198 129],[208 198 129],[208 198 129],[208 198 129],[208 198 129],84,False,False,False,True,False,False,False,False,False,False,False,False
39,[ 92  52 222],[ 92  52 222],[ 92  52 222],[ 92  52 222],[90 91 92],[ 92  52 222],[222  52  92],[ 92  52 222],[ 92  52 222],[ 92  52 222],[ 92  52 222],[ 92  52 222],52,True,True,True,True,False,True,True,True,True,True,True,True
40,[ 90   4 105],[ 90   4 105],[ 90   4 105],[ 90   4 105],[271  91   4],[ 90   4 105],[ 90   4 105],[ 90   4 105],[ 90   4 105],[ 90   4 105],[ 90   4 105],[ 90   4 105],4,True,True,True,True,True,True,True,True,True,True,True,True
41,[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],187,True,True,True,True,True,True,True,True,True,True,True,True
0,[195 127 238],[149 260 238],[195 127 238],[ 72 150 238],[90 91 16],[149 260 238],[149 260 238],[149 260 238],[195 127 238],[195 127 238],[195 127 238],[195 127 238],127,True,False,True,False,False,False,False,False,True,True,True,True
1,[ 60  10 267],[242  26 244],[ 60  10 267],[ 93  68 244],[ 91 271  10],[242  26 244],[242  26 244],[242  26 244],[ 60  10 267],[ 60  10 267],[ 60  10 267],[ 60  10 267],93,False,False,False,True,False,False,False,False,False,False,False,False
2,[ 10 187 158],[ 22 187  77],[ 10 187 158],[ 22 187 238],[ 90  91 187],[ 22 187  77],[ 22 187  77],[ 22 187  77],[ 10 187 158],[ 10 187 158],[ 10 187 158],[ 10 187 158],168,False,False,False,False,False,False,False,False,False,False,False,False
3,[ 24 236 260],[249 157  20],[ 24 236 260],[ 20 140 157],[271  92 163],[249 157  20],[249 157  20],[249 157  20],[ 24 236 260],[ 24 236 260],[ 24 236 260],[ 24 236 260],260,True,False,True,False,False,False,False,False,True,True,True,True
4,[164 218 221],[167  17 188],[164 221 218],[ 17 165 167],[ 91 257 271],[167  17 188],[167  17 188],[167  17 188],[164 221 218],[164 218 221],[164 218 221],[164 218 221],221,True,False,True,False,False,False,False,False,True,True,True,True
5,[ 17  20 163],[ 96  22 271],[ 96 163  20],[ 17 246  96],[271  92 163],[271  17 163],[ 96  22 271],[ 96  22 271],[ 22  20 163],[ 17  20 163],[ 17  20 163],[ 17  20 163],96,False,True,True,True,False,False,True,True,False,False,False,False
6,[181 198 242],[181 242 149],[181 198 242],[  4 181  86],[271  91 181],[242 198   4],[181 242 149],[181 242 149],[181 198 242],[181 198 242],[181 198 242],[181 198 242],198,True,False,True,False,False,True,False,False,True,True,True,True
7,[ 72  96 163],[ 72 244 231],[163 244  96],[ 72 244  96],[92 87 42],[ 72 231 163],[ 72 244 231],[ 72 244 231],[163 244  96],[ 72  96 163],[ 72  96 163],[ 72  96 163],72,True,True,False,True,False,True,True,True,False,True,True,True
8,[222 267 161],[149 150 222],[222 267 161],[149 150 222],[ 91 271 262],[222 267 161],[149 150 222],[149 150 222],[222 267 161],[222 267 161],[222 267 161],[222 267 161],150,False,True,False,True,False,False,True,True,False,False,False,False
9,[146  60 267],[267 146 244],[146  60 267],[257 146 244],[ 92 271  60],[146  60 267],[267 146 244],[267 146 244],[146  60 267],[146  60 267],[146  60 267],[146  60 267],60,True,False,True,False,True,True,False,False,True,True,True,True
10,[ 23 101  77],[ 23 101  77],[ 23 101  77],[ 23 101  77],[91 92 77],[ 23 101  77],[ 23 101  77],[ 23 101  77],[ 23 101  77],[ 23 101  77],[ 23 101  77],[ 23 101  77],87,False,False,False,False,False,False,False,False,False,False,False,False
11,[ 62 163 222],[163  62 222],[ 62 163 222],[163  62 222],[ 89  90 222],[ 62 163 222],[163  62 222],[163  62 222],[ 62 163 222],[ 62 163 222],[ 62 163 222],[ 62 163 222],163,True,True,True,True,False,True,True,True,True,True,True,True
12,[271 257 165],[271 257 165],[271 257 165],[271 257 165],[271  91 165],[271 257 165],[271 257 165],[271 257 165],[271 257 165],[271 257 165],[271 257 165],[271 257 165],257,True,True,True,True,False,True,True,True,True,True,True,True
13,[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],163,True,True,True,True,True,True,True,True,True,True,True,True
14,[107 267 156],[184 193 167],[107 267 156],[193 165 167],[ 91 271 193],[107 267 156],[184 193 167],[184 193 167],[107 267 156],[107 267 156],[107 267 156],[107 267 156],118,False,False,False,False,False,False,False,False,False,False,False,False
15,[ 48 198 161],[105 188 160],[ 48 198 161],[244 157 142],[ 92 271  75],[ 48 198 161],[ 48 198 161],[105 188 160],[ 48 198 161],[ 48 198 161],[ 48 198 161],[ 48 198 161],48,True,False,True,False,False,True,True,False,True,True,True,True
16,[271  60  52],[ 12  52 271],[191 271  60],[246 167 120],[92 87 25],[191 271  60],[191 271  60],[ 12  52 271],[191 271  60],[271  60  52],[271  60  52],[271  60  52],25,False,False,False,False,True,False,False,False,False,False,False,False
17,[265  19 236],[265  94  77],[265  19 236],[228 246  94],[ 90  91 236],[ 19 265 236],[ 19 265 236],[265  94  77],[265  19 236],[265  19 236],[265  19 236],[265  19 236],19,True,False,True,False,False,True,True,False,True,True,True,True
18,[198  73 221],[146   1 221],[198  73 221],[146  61   1],[271  91 158],[198  73 221],[198  73 221],[146   1 221],[198  73 221],[198  73 221],[198  73 221],[198  73 221],73,True,False,True,False,False,True,True,False,True,True,True,True
19,[231 203 164],[231 165  89],[231 203 164],[231 203 165],[271  90 259],[231 203 164],[231 203 164],[231 165  89],[231 203 164],[231 203 164],[231 203 164],[231 203 164],212,False,False,False,False,False,False,False,False,False,False,False,False
20,[ 77 161 220],[140  94 220],[140 161 220],[178 246  94],[91 92 77],[ 77 161 220],[140 161 220],[140  94 220],[140 161 220],[ 77 161 220],[ 77 161 220],[ 77 161 220],220,True,True,True,False,False,True,True,True,True,True,True,True
21,[105  72  67],[ 72 229  67],[105  72  67],[229  72 244],[ 92  87 144],[105  72  67],[105  72  67],[ 72 229  67],[105  72  67],[105  72  67],[105  72  67],[105  72  67],72,True,True,True,True,False,True,True,True,True,True,True,True
22,[107 267 156],[156 167 165],[107 267 156],[107 165 167],[ 90  91 267],[107 267 156],[107 267 156],[156 167 165],[107 267 156],[107 267 156],[107 267 156],[107 267 156],107,True,False,True,True,False,True,True,False,True,True,True,True
23,[188 157 161],[244 188 157],[ 28 188 161],[188 244 157],[ 90  91 188],[157 188 161],[ 28 188 161],[244 188 157],[ 28 188 161],[188 157 161],[188 157 161],[188 157 161],161,True,False,True,False,False,True,True,False,True,True,True,True
24,[167 271  60],[246 167 271],[167 271  60],[271 167 246],[ 90  91 271],[167 271  60],[167 271  60],[246 167 271],[167 271  60],[167 271  60],[167 271  60],[167 271  60],60,True,False,True,False,False,True,True,False,True,True,True,True
25,[259  77 140],[259 140  77],[259  77 140],[259 140  77],[271  90 259],[259 140  77],[259  77 140],[259 140  77],[259  77 140],[259  77 140],[259  77 140],[259  77 140],77,True,True,True,True,False,True,True,True,True,True,True,True
