,basic_agent,Greedy Agent_turns_greedy_0,arch_receiver_agent,"med_agent_archs_[0, 1, 2]",dummy_agent_random,force_k_agent_k_5,force_k_agent_k_15,force_k_agent_k_30,arch_pass_agent,hard_agent_21_linear,hard_agent_21_log10,hard_agent_21_ln,Real,basic_agent_t3_match,Greedy Agent_turns_greedy_0_t3_match,arch_receiver_agent_t3_match,"med_agent_archs_[0, 1, 2]_t3_match",dummy_agent_random_t3_match,force_k_agent_k_5_t3_match,force_k_agent_k_15_t3_match,force_k_agent_k_30_t3_match,arch_pass_agent_t3_match,hard_agent_21_linear_t3_match,hard_agent_21_log10_t3_match,hard_agent_21_ln_t3_match
10,[198 129  57],[198 129  57],[198 129  57],[271 129 199],[271  91 199],[198 129  57],[198 129  57],[198 129  57],[198 129  57],[198 129  57],[198 129  57],[198 129  57],198,True,True,True,False,False,True,True,True,True,True,True,True
11,[199 164 259],[199 164 259],[199 164 259],[ 90 259 199],[271  90 259],[199 164 259],[199 164 259],[199 164 259],[199 164 259],[199 164 259],[199 164 259],[199 164 259],199,True,True,True,True,False,True,True,True,True,True,True,True
12,[ 93  30 161],[ 93  30 161],[ 93  30 161],[ 90  91 271],[ 92  87 161],[ 93  30 161],[ 93  30 161],[ 93  30 161],[ 93  30 161],[ 93  30 161],[ 93  30 161],[ 93  30 161],161,True,True,True,False,True,True,True,True,True,True,True,True
13,[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],30,True,True,True,True,True,True,True,True,True,True,True,True
14,[ 80 188  15],[80 85 15],[195 188  15],[15  1 80],[90 91 15],[ 85 188  15],[80 85 15],[80 85 15],[195 188  15],[ 80 188  15],[ 80 188  15],[ 80 188  15],80,True,True,False,True,False,False,True,True,False,True,True,True
15,[269  24 107],[ 24  17 256],[234 107  24],[ 24 107  94],[90 91 17],[256  89  22],[24 89 22],[ 24  17 256],[234 107  24],[269  24 107],[269  24 107],[269  24 107],234,False,False,True,False,False,False,False,False,True,False,False,False
16,[97 92 89],[  4 176  89],[92 97 89],[ 32 176  86],[ 90  91 236],[ 4 92 89],[44 92 89],[  4 176  89],[158  97  89],[97 92 89],[97 92 89],[97 92 89],176,False,True,False,True,False,False,False,True,False,False,False,False
17,[157 187 215],[187 215  68],[187 157 215],[157 119  68],[90 91 84],[157 154 187],[ 84 154 187],[187 215  68],[187 157 215],[157 187 215],[157 187 215],[157 187 215],68,False,True,False,True,False,False,False,True,False,False,False,False
18,[ 57 168  94],[ 57 168  94],[ 57 168  94],[122   6  94],[ 89 271 122],[ 94 122   6],[259 122   6],[ 57 168  94],[ 57 168  94],[ 57 168  94],[ 57 168  94],[ 57 168  94],94,True,True,True,True,False,True,False,True,True,True,True,True
19,[103 229 247],[268 247 229],[229 103 247],[103 120 229],[90 91 46],[247 268 229],[268 247 229],[268 247 229],[229 103 247],[103 229 247],[103 229 247],[103 229 247],120,False,False,False,True,False,False,False,False,False,False,False,False
20,[181 157  52],[ 52 157 181],[157 181  52],[ 52 157   1],[ 91 271  23],[ 52 157 253],[157  52 253],[ 52 157 181],[157 181  52],[181 157  52],[181 157  52],[181 157  52],157,True,True,True,True,False,True,True,True,True,True,True,True
21,[119 156 200],[156 119 200],[156 119 200],[200 119 246],[ 89  90 119],[ 28 253 200],[ 28 253 200],[156 119 200],[156 119 200],[119 156 200],[119 156 200],[119 156 200],119,True,True,True,True,True,False,False,True,True,True,True,True
22,[208  75   1],[208  75   1],[208  75   1],[199 228   1],[ 91 271 262],[208  75   1],[208  75   1],[208  75   1],[208  75   1],[208  75   1],[208  75   1],[208  75   1],228,False,False,False,True,False,False,False,False,False,False,False,False
23,[253  89  24],[222  89  24],[253  89  24],[122 253  24],[ 89  90 222],[253  24  89],[253  24  89],[222  89  24],[253  89  24],[253  89  24],[253  89  24],[253  89  24],222,False,True,False,False,True,False,False,True,False,False,False,False
24,[ 32  44 236],[ 44  32 236],[ 32  44 236],[271  32  44],[ 91 271  44],[ 32 236  44],[ 32 236  44],[ 44  32 236],[ 32  44 236],[ 32  44 236],[ 32  44 236],[ 32  44 236],32,True,True,True,True,False,True,True,True,True,True,True,True
25,[206  84 215],[206  84 215],[206  84 215],[90 91 84],[ 91 206 271],[206 215  84],[206 215  84],[206  84 215],[206  84 215],[206  84 215],[206  84 215],[206  84 215],206,True,True,True,False,True,True,True,True,True,True,True,True
26,[271 259  57],[271 259  57],[271 259  57],[271  90 259],[271  90 259],[271  57 259],[271  57 259],[271 259  57],[271 259  57],[271 259  57],[271 259  57],[271 259  57],259,True,True,True,True,True,True,True,True,True,True,True,True
27,[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],247,True,True,True,True,True,True,True,True,True,True,True,True
28,[ 95   0 143],[143 181   0],[ 95 143   0],[143  95  96],[ 90  91 260],[  0  95 143],[ 95   0 143],[143 181   0],[ 95 143   0],[ 95   0 143],[ 95   0 143],[ 95   0 143],96,False,False,False,True,False,False,False,False,False,False,False,False
29,[ 18 105   0],[105  18   0],[ 18 105   0],[120 154  94],[271  90 259],[ 18 154   0],[105 154   0],[105  18   0],[ 18 105   0],[ 18 105   0],[ 18 105   0],[ 18 105   0],61,False,False,False,False,False,False,False,False,False,False,False,False
30,[157 103 105],[105 157   7],[157 103 105],[167 157 119],[271  91 199],[259 157 105],[259 157 105],[103 259 105],[157 103 105],[157 103 105],[157 103 105],[157 103 105],98,False,False,False,False,False,False,False,False,False,False,False,False
31,[242 215 221],[242 215 221],[242 215 221],[228 155 242],[ 89  90 221],[ 62 215 221],[ 62 215 221],[ 62 215 221],[242 215 221],[242 215 221],[242 215 221],[242 215 221],155,False,False,False,True,False,False,False,False,False,False,False,False
32,[248 221 143],[221 248 143],[221 248 143],[248 244 143],[91 92 77],[149 248 143],[149 248 143],[221 248 143],[248 221 143],[248 221 143],[248 221 143],[248 221 143],77,False,False,False,False,True,False,False,False,False,False,False,False
33,[119  89 215],[119  89 215],[119  89 215],[ 25  89 119],[ 91 271  10],[259  89 215],[259  89 215],[259  89 215],[119  89 215],[119  89 215],[119  89 215],[119  89 215],119,True,True,True,True,False,False,False,False,True,True,True,True
34,[215 107  95],[ 95 229 215],[229 107  95],[107  95 229],[ 90  91 134],[ 22 229  95],[ 22  95 229],[229  22  95],[229 107  95],[215 107  95],[215 107  95],[215 107  95],244,False,False,False,False,False,False,False,False,False,False,False,False
35,[236 260 221],[120 260 221],[236 260 221],[271 120 199],[92 87 42],[120 260 221],[236 260 221],[236 260 221],[236 260 221],[236 260 221],[236 260 221],[236 260 221],120,False,True,False,True,False,True,False,False,False,False,False,False
36,[260 143  95],[ 95 260 143],[260 143  95],[244 143  95],[271  91 140],[140  95 143],[140  95 143],[140 143  95],[140 143  95],[260 143  95],[260 143  95],[260 143  95],143,True,True,True,True,False,True,True,True,True,True,True,True
37,[259  94 271],[232  94 271],[259  94 271],[271 259  94],[ 90  91 232],[271 259  94],[271  94 259],[198  94 259],[259  94 271],[259  94 271],[259  94 271],[259  94 271],94,True,True,True,True,False,True,True,True,True,True,True,True
38,[164 259 119],[164 259 119],[164 259 119],[259 199 119],[271  90 259],[164 119 259],[164 119 259],[164 119 259],[164 259 119],[164 259 119],[164 259 119],[164 259 119],119,True,True,True,True,False,True,True,True,True,True,True,True
39,[163  57 215],[163  57 215],[163  57 215],[ 90  91 271],[271  90 215],[163  57 215],[163  57 215],[163  57 215],[163  57 215],[163  57 215],[163  57 215],[163  57 215],57,True,True,True,False,False,True,True,True,True,True,True,True
40,[ 88  92 215],[ 88  92 215],[ 88  92 215],[90 91 92],[271  90 215],[ 88 215  92],[ 88 215  92],[ 88 215  92],[ 88  92 215],[ 88  92 215],[ 88  92 215],[ 88  92 215],92,True,True,True,True,False,True,True,True,True,True,True,True
41,[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],161,True,True,True,True,True,True,True,True,True,True,True,True
0,[215 221 177],[ 17 177 221],[215 221 177],[246 177  21],[ 91 271 262],[ 17 177 221],[ 17 177 221],[ 17 177 221],[215 221 177],[215 221 177],[215 221 177],[215 221 177],177,True,True,True,True,False,True,True,True,True,True,True,True
1,[203 105 177],[203 105 177],[203 105 177],[167 177 209],[ 90  91 209],[203 105 177],[203 105 177],[203 105 177],[ 57 203 177],[203 105 177],[203 105 177],[203 105 177],177,True,True,True,True,False,True,True,True,True,True,True,True
2,[107  95  67],[ 67 142 241],[107 241  67],[167  95 142],[ 90  91 107],[ 67 142 241],[ 67 142 241],[ 67 142 241],[107 241  67],[107  95  67],[107  95  67],[107  95  67],241,False,True,True,False,False,True,True,True,True,False,False,False
3,[ 24  31 118],[ 24  31 105],[ 24  31 118],[ 24  86 118],[ 91  90 105],[ 24  31 105],[ 24  31 105],[ 24  31 105],[ 24  31 118],[ 24  31 118],[ 24  31 118],[ 24  31 118],118,True,False,True,True,False,False,False,False,True,True,True,True
4,[195  72 105],[105 173 153],[195  72 105],[110  86 153],[ 91 271  57],[105 173 153],[105 173 153],[105 173 153],[195  72 105],[195  72 105],[195  72 105],[195  72 105],153,False,True,False,True,False,True,True,True,False,False,False,False
5,[149 200  17],[149 200  17],[149  17 200],[  6 149 110],[92 87 42],[ 17 200 195],[149 200  17],[149 200  17],[149  17 200],[149 200  17],[149 200  17],[149 200  17],110,False,False,False,True,False,False,False,False,False,False,False,False
6,[  4  18 184],[  4  18 184],[  6  18 184],[184  84   6],[ 89  90 222],[185  18 184],[  4  18 184],[  4  18 184],[  6  18 184],[  4  18 184],[  4  18 184],[  4  18 184],18,True,True,True,False,False,True,True,True,True,True,True,True
7,[105 215 184],[103 215 105],[105 103 184],[184   6 103],[ 90  91 103],[103 105 184],[103 215 105],[103 215 105],[105 215 184],[105 215 184],[105 215 184],[105 215 184],103,False,True,True,True,True,True,True,True,False,False,False,False
8,[ 84 158 215],[158  84 215],[ 84 158 215],[158 246  84],[92 91 30],[ 84 215 158],[158  84 215],[158  84 215],[ 84 158 215],[ 84 158 215],[ 84 158 215],[ 84 158 215],158,True,True,True,True,False,True,True,True,True,True,True,True
9,[161  57 105],[ 57 167 105],[ 84  57 105],[105  84 167],[ 91 271  57],[ 57  84 105],[ 57 167 105],[ 57 167 105],[ 84  57 105],[161  57 105],[161  57 105],[161  57 105],105,True,True,True,True,False,True,True,True,True,True,True,True
10,[167 154  72],[167 154  72],[167 154  72],[ 72 167 154],[271  92 163],[167 154  72],[167 154  72],[167 154  72],[167 154  72],[167 154  72],[167 154  72],[167 154  72],72,True,True,True,True,False,True,True,True,True,True,True,True
11,[199  61 105],[199  61 105],[199  61 105],[105  61 199],[ 91  90 105],[199  61 105],[199  61 105],[199  61 105],[199  61 105],[199  61 105],[199  61 105],[199  61 105],105,True,True,True,True,True,True,True,True,True,True,True,True
12,[271  72 105],[271  72 105],[271  72 105],[271  72 105],[ 91  90 105],[271  72 105],[271  72 105],[271  72 105],[271  72 105],[271  72 105],[271  72 105],[271  72 105],72,True,True,True,True,False,True,True,True,True,True,True,True
13,[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],6,True,True,True,True,True,True,True,True,True,True,True,True
14,[ 47 221 143],[143  47 142],[242 143  47],[143  47 142],[ 92 271 143],[158 242 143],[143  47 142],[143  47 142],[221  47 143],[ 47 221 143],[ 47 221 143],[ 47 221 143],204,False,False,False,False,False,False,False,False,False,False,False,False
15,[112  95 126],[126 129 256],[112  95 126],[84 95 94],[ 90  91 256],[112  95 184],[184  95  94],[126 129 256],[112  95 126],[112  95 126],[112  95 126],[112  95 126],112,True,False,True,False,False,True,False,False,True,True,True,True
16,[ 65 129  67],[ 66 129  67],[168 129  67],[ 65  67 120],[90 91 66],[243  65  67],[ 65 120  67],[ 66 129  67],[168 129  67],[ 65 129  67],[ 65 129  67],[ 65 129  67],65,True,False,False,True,False,True,True,False,False,True,True,True
17,[ 52 260 221],[260 221  52],[260 221  52],[151   6  52],[271  92   6],[151 221  52],[151 221  52],[260 221  52],[260 221  52],[ 52 260 221],[ 52 260 221],[ 52 260 221],46,False,False,False,False,False,False,False,False,False,False,False,False
18,[129 105  95],[ 95 129 105],[129 105  95],[151  86  95],[ 91 271 262],[ 92  95 105],[105  86  95],[ 95 129 105],[129 105  95],[129 105  95],[129 105  95],[129 105  95],151,False,False,False,True,False,False,False,False,False,False,False,False
19,[203 107 221],[221 146 203],[146 221 107],[ 28  12 107],[ 91  92 170],[221 107 146],[221 107  12],[221 146 203],[146 221 107],[203 107 221],[203 107 221],[203 107 221],146,False,True,True,False,False,True,False,True,True,False,False,False
20,[ 82 188  24],[ 82  24 188],[ 82 188  24],[ 32 182  24],[ 90  91 188],[ 82 188  24],[188 182  24],[ 82  24 188],[ 82  24 188],[ 82 188  24],[ 82 188  24],[ 82 188  24],24,True,True,True,True,False,True,True,True,True,True,True,True
21,[158 242 103],[191 103 242],[158 242 103],[ 84 242 103],[90 91 84],[158 242 103],[ 84 103 242],[191 103 242],[158 242 103],[158 242 103],[158 242 103],[158 242 103],191,False,True,False,False,False,False,False,True,False,False,False,False
22,[  4 142 242],[  4 142 242],[  4 142 242],[242 244 142],[ 91  92 198],[  4 142 242],[242 244 142],[  4 142 242],[  4 142 242],[  4 142 242],[  4 142 242],[  4 142 242],4,True,True,True,False,False,True,False,True,True,True,True,True
23,[ 84 184 129],[ 53 184 129],[ 84 184 129],[129 184  84],[271  90 184],[129 184 212],[ 84 184 129],[ 53 184 129],[ 84 184 129],[ 84 184 129],[ 84 184 129],[ 84 184 129],184,True,True,True,True,True,True,True,True,True,True,True,True
24,[228 163 243],[228 163 243],[228 163 243],[ 91 243 228],[ 89  90 123],[228 163 243],[163 243 228],[228 163 243],[228 163 243],[228 163 243],[228 163 243],[228 163 243],123,False,False,False,False,True,False,False,False,False,False,False,False
25,[ 28  16 221],[ 28  16 221],[ 28  16 221],[92 28 16],[91 92 28],[ 28  16 221],[ 28  16 221],[ 28  16 221],[ 28  16 221],[ 28  16 221],[ 28  16 221],[ 28  16 221],221,True,True,True,False,False,True,True,True,True,True,True,True
26,[ 91  90 105],[ 91  90 105],[ 91  90 105],[ 91  90 105],[ 91 271 262],[ 91  90 105],[ 91  90 105],[ 91  90 105],[ 91  90 105],[ 91  90 105],[ 91  90 105],[ 91  90 105],262,False,False,False,False,True,False,False,False,False,False,False,False
27,[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],91,True,True,True,True,True,True,True,True,True,True,True,True
28,[ 67  79 143],[143  79  67],[ 67 143 188],[ 67 165 143],[ 90  91 228],[188 143  67],[ 67 173 143],[143  79  67],[ 79 188 143],[ 67  79 143],[ 67  79 143],[ 67  79 143],79,True,True,False,False,False,False,False,True,True,True,True,True
29,[ 80 270 107],[ 80 270 153],[154 270 107],[153 119  80],[ 90  91 271],[154 107 195],[107 119  80],[ 80 270 153],[154 270 107],[ 80 270 107],[ 80 270 107],[ 80 270 107],195,False,False,False,False,False,True,False,False,False,False,False,False
30,[248 270  95],[248 146 157],[270 248  95],[248  95 157],[90 91 46],[248  95 103],[248  95 157],[ 95 270 157],[270 248  95],[248 270  95],[248 270  95],[248 270  95],46,False,False,False,False,True,False,False,False,False,False,False,False
31,[200  52  69],[200  52  69],[ 69  52 200],[165 176  52],[90 91 89],[ 89 200  52],[200 165  52],[165 200  52],[ 89  52 200],[200  52  69],[200  52  69],[200  52  69],69,True,True,True,False,False,False,False,False,False,True,True,True
32,[220  67 105],[220  67 105],[220  67 105],[105  67 120],[90 91 67],[ 20  67 105],[105 120  67],[ 67 220 120],[220  67 105],[220  67 105],[220  67 105],[220  67 105],67,True,True,True,True,True,True,True,True,True,True,True,True
33,[221  24 143],[143  24 221],[ 24 221 143],[187 143 157],[ 89  90 221],[143  24 187],[ 24 157 143],[221 157 143],[ 24 221 143],[221  24 143],[221  24 143],[221  24 143],56,False,False,False,False,False,False,False,False,False,False,False,False
34,[ 92 105 107],[167 107 105],[ 92 105 107],[105 107 167],[ 90  91 107],[ 92 107 105],[105 107 167],[105 107 167],[ 92 105 107],[ 92 105 107],[ 92 105 107],[ 92 105 107],107,True,True,True,True,True,True,True,True,True,True,True,True
35,[158  92 203],[191  92 203],[158  92 203],[ 91 158  92],[90 91 46],[203  92 158],[203  92 158],[158  92 203],[158  92 203],[158  92 203],[158  92 203],[158  92 203],191,False,True,False,False,False,False,False,False,False,False,False,False
36,[253 173 188],[253 173 188],[253 173 188],[199 228 173],[271  90 259],[259 253 188],[228 188 173],[228 188 173],[253 173 188],[253 173 188],[253 173 188],[253 173 188],173,True,True,True,True,False,False,True,True,True,True,True,True
37,[ 30 271 154],[ 30 271 154],[ 28 271 154],[ 28 199 154],[271  91 199],[ 28 271 154],[ 28 199 154],[ 30 199 154],[ 28 271 154],[ 30 271 154],[ 30 271 154],[ 30 271 154],271,True,True,True,False,True,True,False,False,True,True,True,True
38,[198  84 129],[198  84 129],[198  84 129],[ 91 129  84],[271  91 129],[198  84 129],[198  84 129],[198  84 129],[198  84 129],[198  84 129],[198  84 129],[198  84 129],84,True,True,True,True,False,True,True,True,True,True,True,True
39,[222  52  92],[222  52  92],[222  52  92],[88 92 52],[90 91 92],[222  52  92],[222  52  92],[222  52  92],[222  52  92],[222  52  92],[222  52  92],[222  52  92],52,True,True,True,True,False,True,True,True,True,True,True,True
40,[ 90   4 105],[ 90   4 105],[ 90   4 105],[ 91  90 105],[ 91  90 105],[ 90   4 105],[ 90   4 105],[ 90   4 105],[ 90   4 105],[ 90   4 105],[ 90   4 105],[ 90   4 105],4,True,True,True,False,False,True,True,True,True,True,True,True
41,[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],187,True,True,True,True,True,True,True,True,True,True,True,True
0,[260 238 127],[260 127 238],[260 238 127],[195 149 238],[ 89  90 222],[260 127 238],[260 127 238],[260 127 238],[260 238 127],[260 238 127],[260 238 127],[260 238 127],127,True,True,True,False,False,True,True,True,True,True,True,True
1,[68 93 52],[52 93 26],[242 146  93],[93 52 68],[ 92   2 271],[52 93 26],[52 93 26],[52 93 26],[242 146  93],[68 93 52],[68 93 52],[68 93 52],93,True,True,True,True,False,True,True,True,True,True,True,True
2,[ 22 238 187],[129 238 187],[187 238  22],[ 22 187 238],[ 90 271 214],[129 238 187],[129 238 187],[129 238 187],[187 238  22],[ 22 238 187],[ 22 238 187],[ 22 238 187],168,False,False,False,False,False,False,False,False,False,False,False,False
3,[157 260  24],[249 157  24],[ 20 260  24],[ 32 157  24],[91 92 32],[249 157  24],[249 157  24],[249 157  24],[140  20  24],[157 260  24],[157 260  24],[157 260  24],260,True,False,True,False,False,False,False,False,False,True,True,True
4,[105 221 188],[105 221 188],[105 221 188],[105 165 167],[ 90  91 188],[105 221 188],[105 221 188],[105 221 188],[221 105 188],[105 221 188],[105 221 188],[105 221 188],221,True,True,True,False,False,True,True,True,True,True,True,True
5,[20 17 22],[22 20 17],[96 22 17],[246  22  96],[ 90 271  20],[ 22 271  17],[22 20 17],[22 20 17],[20 22 17],[20 17 22],[20 17 22],[20 17 22],96,False,False,True,True,False,False,False,False,False,False,False,False
6,[149 181 242],[149 181 242],[149 181 242],[242 149  86],[ 91  92 198],[  4 181 242],[149 181 242],[149 181 242],[149 181 242],[149 181 242],[149 181 242],[149 181 242],198,False,False,False,False,True,False,False,False,False,False,False,False
7,[231 187  72],[231 187  72],[ 96 187  72],[244 187  96],[ 90  91 187],[187  72 231],[231 187  72],[231 187  72],[ 96 187  72],[231 187  72],[231 187  72],[231 187  72],72,True,True,True,False,False,True,True,True,True,True,True,True
8,[267 150 149],[267 150 149],[267 150 149],[ 90 271 149],[ 91 271 262],[149 150 222],[267 150 149],[267 150 149],[267 150 149],[267 150 149],[267 150 149],[267 150 149],150,True,True,True,False,False,True,True,True,True,True,True,True
9,[ 60 267 146],[ 60 267 146],[ 60 267 146],[271  92 244],[ 92 271  60],[267 257 146],[ 60 267 146],[ 60 267 146],[ 60 267 146],[ 60 267 146],[ 60 267 146],[ 60 267 146],60,True,True,True,False,True,False,True,True,True,True,True,True
10,[ 98  77 101],[ 98  77 101],[ 98  77 101],[ 90  91 271],[91 92 77],[ 98  77 101],[ 98  77 101],[ 98  77 101],[ 98  77 101],[ 98  77 101],[ 98  77 101],[ 98  77 101],87,False,False,False,False,False,False,False,False,False,False,False,False
11,[163 222  62],[163  62 222],[222 163  62],[91 92 62],[ 89  90 222],[163  62 222],[163  62 222],[163  62 222],[222 163  62],[163 222  62],[163 222  62],[163 222  62],163,True,True,True,False,False,True,True,True,True,True,True,True
12,[271 257 165],[271 257 165],[271 257 165],[271  91 165],[271  91 165],[271 257 165],[271 257 165],[271 257 165],[271 257 165],[271 257 165],[271 257 165],[271 257 165],257,True,True,True,False,False,True,True,True,True,True,True,True
13,[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],163,True,True,True,True,True,True,True,True,True,True,True,True
14,[ 95 118 193],[118 268 193],[ 95 118 193],[ 95 118 193],[271  91  95],[268 193 118],[118 268 193],[118 268 193],[ 95 118 193],[ 95 118 193],[ 95 118 193],[ 95 118 193],118,True,True,True,True,False,True,True,True,True,True,True,True
15,[157 105 188],[142 160 188],[160 105 188],[244 157 142],[271  92 244],[105 188 160],[160 188 105],[142 160 188],[160 105 188],[157 105 188],[157 105 188],[157 105 188],48,False,False,False,False,False,False,False,False,False,False,False,False
16,[ 25 154  52],[154  52  25],[ 25 154  52],[154  52 167],[ 92 167 271],[191  25 271],[243  25  52],[154  52  25],[ 25 154  52],[ 25 154  52],[ 25 154  52],[ 25 154  52],25,True,True,True,False,False,True,True,True,True,True,True,True
17,[140  19 265],[ 94 140 265],[140 265  19],[ 19  94 246],[ 90  91 186],[140  19 265],[ 94 265  19],[ 94 140 265],[140 265  19],[140  19 265],[140  19 265],[140  19 265],19,True,False,True,True,False,True,True,False,True,True,True,True
18,[146  73 221],[ 73 146 221],[146  73 221],[158  61   1],[90 91  1],[221   4 146],[221 158 146],[ 73 146 221],[146  73 221],[146  73 221],[146  73 221],[146  73 221],73,True,True,True,False,False,False,False,True,True,True,True,True
19,[231 203  89],[231 203  89],[231 203  89],[100 165  89],[271  91 165],[206 231 203],[231 212  89],[231 203  89],[231  89 203],[231 203  89],[231 203  89],[231 203  89],212,False,False,False,False,False,False,True,False,False,False,False,False
20,[ 94 220 140],[220  94 140],[ 94 220 140],[246  94 178],[271  91 140],[ 77 220 140],[220  94 140],[220  94 140],[ 94 220 140],[ 94 220 140],[ 94 220 140],[ 94 220 140],220,True,True,True,False,False,True,True,True,True,True,True,True
21,[105 229  67],[105 229  67],[229 105  67],[ 67 244 229],[ 92  87 144],[105  72  67],[ 72 105  67],[105 229  67],[229 105  67],[105 229  67],[105 229  67],[105 229  67],72,False,False,False,False,False,True,True,False,False,False,False,False
22,[156 107 149],[156 107 149],[156 107 149],[165 107 167],[271  91 165],[156 107 149],[156 107 149],[156 107 149],[156 107 149],[156 107 149],[156 107 149],[156 107 149],107,True,True,True,True,False,True,True,True,True,True,True,True
23,[161 188 157],[244 188 157],[161 188 157],[188 244 157],[91 92 28],[161 188 157],[161 188 157],[244 188 157],[161 188 157],[161 188 157],[161 188 157],[161 188 157],161,True,False,True,False,False,True,True,False,True,True,True,True
24,[167  60 271],[ 60 167 271],[167  60 271],[ 92 167 246],[ 92  87 246],[167  60 271],[167  60 271],[ 60 167 271],[167  60 271],[167  60 271],[167  60 271],[167  60 271],60,True,True,True,False,False,True,True,True,True,True,True,True
25,[ 77 259 140],[ 77 259 140],[ 77 259 140],[ 90 259 140],[271  90 259],[259  77 140],[ 77 259 140],[ 77 259 140],[ 77 259 140],[ 77 259 140],[ 77 259 140],[ 77 259 140],77,True,True,True,False,False,True,True,True,True,True,True,True
